Shebe Sambo,159246,Oromia,1
Chora (Jimma),142981,Oromia,1
Gumay,86983,Oromia,1
Agaro town,46548,Oromia,1
Jimma town,221227,Oromia,1
Mancho,187898,Oromia,1
Omo Beyam,137832,Oromia,1
Botor Tolay,64666,Oromia,1
Nono Benja,82805,Oromia,1
Illu Galan,88274,Oromia,1
Ginde Beret,150173,Oromia,1
Jeldu,218564,Oromia,1
Ambo Zuria,140222,Oromia,1
Mida Kegn,111537,Oromia,1
Cheliya,110006,Oromia,1
Bako Tibe,181036,Oromia,1
Dano,138829,Oromia,1
Nono,119508,Oromia,1
Tikur Enchini,101183,Oromia,1
Dendi,187372,Oromia,1
Ejere /Addis Alem,125222,Oromia,1
Adda Berga,174705,Oromia,1
Meta Robi,111813,Oromia,1
Ambo town,157288,Oromia,1
Abuna Ginde Beret,153110,Oromia,1
Toke Kutaye,131670,Oromia,1
Jibat,85525,Oromia,1
Ifata,80596,Oromia,1
Ejersa Lafo,82267,Oromia,1
Cobi,69550,Oromia,1
Meta Walkite,85423,Oromia,1
Liban Jawi,82066,Oromia,1
Wara Jarso,201187,Oromia,1
Dera (OR),257342,Oromia,1
Hidabu Abote,118172,Oromia,1
Kuyu,176986,Oromia,1
Degem,140480,Oromia,1
Gerar Jarso,93524,Oromia,1
Debre Libanos,66694,Oromia,1
Wuchale,139366,Oromia,1
Abichugna Gne'a,105590,Oromia,1
Kimbibit,109048,Oromia,1
Fiche town,50358,Oromia,1
Yaya Gulele,77553,Oromia,1
Jida,74574,Oromia,1
Aleltu,75921,Oromia,1
Fentale,85003,Oromia,1
Boset,210146,Oromia,1
Adama,207823,Oromia,1
Lome (OR),125637,Oromia,1
Gimbichu,123506,Oromia,1
Ada'a,192206,Oromia,1
Dugda,218127,Oromia,1
Adama Tulu Jido Kombolcha,299253,Oromia,1
Bishoftu town,188677,Oromia,1
Bora (OR),87056,Oromia,1
Liben Chukala,107346,Oromia,1
Adama town,436283,Oromia,1
Mojo Town,62988,Oromia,1
Metehara town,43612,Oromia,1
Merti,132008,Oromia,1
Aseko,119538,Oromia,1
Golocha,143925,Oromia,1
Jeju,155789,Oromia,1
Dodota,98119,Oromia,1
Ziway Dugda,149516,Oromia,1
Hitosa,180760,Oromia,1
Sude,206605,Oromia,1
Chole,127952,Oromia,1
Amigna,104617,Oromia,1
Seru,68001,Oromia,1
Robe,238658,Oromia,1
Tena,95399,Oromia,1
Shirka,234829,Oromia,1
Degeluna Tijo,201445,Oromia,1
Tiyo,123456,Oromia,1
Munessa,239779,Oromia,1
Limu Bilbilo,228979,Oromia,1
Guna,109338,Oromia,1
Sire,112344,Oromia,1
Lude Hitosa,155629,Oromia,1
Diksis,118787,Oromia,1
Bele Gesgar,105398,Oromia,1
Inkolo Wabe,84380,Oromia,1
Asela town,123030,Oromia,1
Shanan Kolu,96831,Oromia,1
Bekoji town,32455,Oromia,1
Mieso,145299,Oromia,1
Doba,187529,Oromia,1
Tulo (OR),212256,Oromia,1
Mesela,214491,Oromia,1
Chiro town,61478,Oromia,1
Anchar,117094,Oromia,1
Goba Koricha,141329,Oromia,1
Habro,275622,Oromia,1
Daro Lebu,198541,Oromia,1
Boke,150177,Oromia,1
Kuni /Oda Bultum,219919,Oromia,1
Gemechis,242796,Oromia,1
Chiro Zuria,236077,Oromia,1
Bedesa,33224,Oromia,1
Hawi Gudina,69713,Oromia,1
Gumbi Bordede,91629,Oromia,1
Burqua Dhintu,60640,Oromia,1
Babile town,32403,Oromia,1
Kombolcha,201553,Oromia,1
Jarso (East Hararghe),163803,Oromia,1
Gursum (OR),216402,Oromia,1
Babile (OR),103507,Oromia,1
Fedis,159184,Oromia,1
Haro Maya,316482,Oromia,1
Kurfa Chele,84664,Oromia,1
Kersa (East Hararge),242375,Oromia,1
Meta,246889,Oromia,1
Goro Gutu,205863,Oromia,1
Deder,314225,Oromia,1
Melka Balo,250595,Oromia,1
Bedeno,338690,Oromia,1
Midhaga Tola,107942,Oromia,1
Chinaksen,126326,Oromia,1
Girawa,336312,Oromia,1
Golo Oda,115923,Oromia,1
Meyu Muleke,65609,Oromia,1
Haromaya town,56167,Oromia,1
Goro Muti,112969,Oromia,1
Deder town,23678,Oromia,1
Kumbi,31399,Oromia,1
Aweday town,14047,Oromia,1
Agarfa,147543,Oromia,1
Gasera,111600,Oromia,1
Sinana,164730,Oromia,1
Goba (OR),56637,Oromia,1
Harena Buluk,116239,Oromia,1
Mena (Bale),129275,Oromia,1
Meda Welabu,136856,Oromia,1
Berbere,128414,Oromia,1
Gura Damole,40809,Oromia,1
Goro (Bale),119216,Oromia,1
Robe Town,81152,Oromia,1
Goba town,58650,Oromia,1
Dinsho,56085,Oromia,1
Dawe Serer,59973,Oromia,1
Yabelo,60422,Oromia,1
Arero,50281,Oromia,1
Moyale (OR),39951,Oromia,1
Dire,53659,Oromia,1
Teltale,78670,Oromia,1
Miyo,57641,Oromia,1
Dilo,16958,Oromia,1
Dhas,26921,Oromia,1
Gomole,31714,Oromia,1
Guchi,23190,Oromia,1
Dubluk,31572,Oromia,1
Elwaya,31778,Oromia,1
Yabelo town,31949,Oromia,1
Wachile,30051,Oromia,1
Ameya,172367,Oromia,1
Wenchi,132013,Oromia,1
Waliso,196064,Oromia,1
Dawo,102702,Oromia,1
Ilu,90378,Oromia,1
Kersana Malima,115429,Oromia,1
Tole,88671,Oromia,1
Becho (SW Shewa),109214,Oromia,1
Seden Sodo,108633,Oromia,1
Woliso town,69290,Oromia,1
Goro (SW Shewa),64847,Oromia,1
Sodo Daci,61792,Oromia,1
Uraga,163050,Oromia,1
Bore,166202,Oromia,1
Adola,154186,Oromia,1
Wadera,72814,Oromia,1
Odo Shakiso,132520,Oromia,1
Liben,94333,Oromia,1
Dama,88354,Oromia,1
Girja /Harenfema,70165,Oromia,1
Ana Sora,128120,Oromia,1
Saba Boru,72160,Oromia,1
Gora Dola,84339,Oromia,1
Negele town,64442,Oromia,1
Aga Wayu,43612,Oromia,1
Haro Walabu,92575,Oromia,1
Adola town,41937,Oromia,1
Gumi Idalo,16849,Oromia,1
Shakiso town,53406,Oromia,1
Bule Hora,278185,Oromia,1
Kercha,254244,Oromia,1
Hambela Wamena,146642,Oromia,1
Abaya,145633,Oromia,1
Dugda Dawa,96892,Oromia,1
Gelana (West Guji),100716,Oromia,1
Melka Soda,80870,Oromia,1
Bule Hora town,50835,Oromia,1
Suro Berguda,42936,Oromia,1
Birbirsa Kojowa,66085,Oromia,1
Chora (Buno Bedele),143094,Oromia,1
Dega,56187,Oromia,1
Dabo Hana,59219,Oromia,1
Gechi,101052,Oromia,1
Borecha,104426,Oromia,1
Dedesa,120506,Oromia,1
Meko,30585,Oromia,1
Bedele town,35693,Oromia,1
Badele Zuria,107980,Oromia,1
Chwaka,78378,Oromia,1
Dodola town,38051,Oromia,1
Siraro,206345,Oromia,1
Shala,213197,Oromia,1
Arsi Negele,249856,Oromia,1
Kofele,243994,Oromia,1
Kore,146545,Oromia,1
Gedeb Asasa,268882,Oromia,1
Dodola,233531,Oromia,1
Kokosa,202392,Oromia,1
Nenesebo,161893,Oromia,1
Adaba,199501,Oromia,1
Shashemene town,183711,Oromia,1
Shashemene Zuria,308634,Oromia,1
Heban Arsi,77946,Oromia,1
Wondo,121684,Oromia,1
Bishan Guracha,28581,Oromia,1
Arsi Negele town,111920,Oromia,1
Hawa Galan,150290,Oromia,1
Yama Logi Welel,58064,Oromia,1
Dale Wabera,142045,Oromia,1
Gawo Kebe,84570,Oromia,1
Sayo,162101,Oromia,1
Denbi Dollo town,53829,Oromia,1
Anfilo,111380,Oromia,1
Dale Sadi,104982,Oromia,1
Gidami,121836,Oromia,1
Jimma Horo,65019,Oromia,1
Lalo Kile,69165,Oromia,1
Sedi Chenka,60071,Oromia,1
Horo,48223,Oromia,1
Shambu town,27406,Oromia,1
Guduru,91146,Oromia,1
Ababo,64026,Oromia,1
Abay Chomen,71262,Oromia,1
Jimma Genete,92242,Oromia,1
Jimma Rare,81057,Oromia,1
Jarte Jardega,70112,Oromia,1
Amuru,76907,Oromia,1
Abe Dongoro,94227,Oromia,1
Choman Guduru,53532,Oromia,1
Horo Buluk,57619,Oromia,1
Burayu,115781,Oromia,1
Lege Tafo-Lege Dadi town,23889,Oromia,1
Sululta town,27961,Oromia,1
Sebeta Hawas,139285,Oromia,1
Dukem,14365,Oromia,1
Sebeta town,177501,Oromia,1
Bereh,97356,Oromia,1
Akaki,86089,Oromia,1
Sululta,174235,Oromia,1
Welmera,117974,Oromia,1
Mulo,49844,Oromia,1
Sendafa town,23250,Oromia,1
Holeta town,49216,Oromia,1
Gelana (Finfine),16803,Oromia,1
Gololcha Bale,142639,Oromia,1
